HomerSampleID,Year,Agency,FisheryName,Species,Source,StatWeek,StatArea,SubDistrict,AStreamCode,Stock,Harvest,SampleDate,Gear,SurveySite,Rcvd,Preps,NotMarked,Marked, LCI,PWS,KOD,Other,TUTKA16PINK,TUTKA16PINKA,TUTKA17PINK,TUTKA17PINKA,TUTKA18PINK,TUTKA18PINKA,TUTKA18PINKB,TUTKA18PINKC,TUTKA19PINK,TUTKA19PINKA,TUTKA19PINKB,TUTKA20PINKB,PORTGRAHAM16,PORTGRAHAM17,PORTGRAHAM17A,PORTGRAHAM18,PORTGRAHAM19,PORTGRAHAM20,AFK16B,AFK17B,AFK18B,AFK19B,AFK20A,AFK20B,CCH16,CCH17,CCH18,CCH19,CCH20,CCH20A,SGH16,SGH17,SGH18,SGH19,SGH20,WNH16PINKB,WNH17PINKB,WNH18PINKB,WNH19PINKB,WNH20PINKB,KITOI17PINK,KITOI18PINK,KITOI19PINK
18PSD37P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24114,Humpy Creek Subdistrict,,,TRADITIONAL,8/8/2018,PURSE SEINE,HOMER,49,49,49,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP03,2018,ADFG,,PINK,ESCAPEMENT SURVEY,32,241,Outer District,241-11-10800,Barabara Creek,,8/8/2018,NOT REQUIRED,HOMER,96,96,96,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP02,2018,ADFG,,PINK,ESCAPEMENT SURVEY,32,241,Outer District,241-20-10550,Port Graham River,,8/7/2018,NOT REQUIRED,HOMER,96,96,96,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD35P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/6/2018,PURSE SEINE,HOMER,83,83,15,66,66,0,0,0,24,41,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD36P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/6/2018,PURSE SEINE,HOMER,96,96,19,73,73,0,0,0,9,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP01,2018,ADFG,,PINK,ESCAPEMENT SURVEY,32,232,Outer District,242-42-10460,Port Dick Creek,,8/6/2018,NOT REQUIRED,HOMER,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
18PSD33P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/3/2018,PURSE SEINE,HOMER,75,75,13,61,61,0,0,0,26,33,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD34P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/3/2018,PURSE SEINE,HOMER,96,96,19,77,77,0,0,0,28,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18GBT32P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/1/2018,SET GILLNET,HOMER,96,96,41,53,45,8,0,0,12,19,,,,,,,,,,,14,,,,,,1,,,,,,1,,,,,,6,,,,,,,,,,,,
18GSL33P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,31,24117,Seldovia Bay Subdistrict,,,TRADITIONAL,8/1/2018,SET GILLNET,HOMER,96,96,57,39,36,3,0,0,,,,,,,,,,,,,36,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,
18PSD31P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/30/2018,PURSE SEINE,HOMER,96,96,12,83,81,2,0,0,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
18PSD32P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/30/2018,PURSE SEINE,HOMER,96,96,3,92,92,0,0,0,36,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD29P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/27/2018,PURSE SEINE,HOMER,96,96,10,82,81,1,0,0,35,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18PSD30P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/27/2018,PURSE SEINE,HOMER,96,96,11,84,84,0,0,0,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18GBT26P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,30,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/25/2018,SET GILLNET,HOMER,96,96,19,76,76,0,0,0,47,28,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18GSL27P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,30,24117,Seldovia Bay Subdistrict,,,TRADITIONAL,7/25/2018,SET GILLNET,HOMER,96,96,51,43,39,4,0,0,8,6,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
18PSD27P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/23/2018,PURSE SEINE,HOMER,92,92,7,85,85,0,0,0,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD28P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COST RECOVERY,30,24107,Tutka Bay Subdistrict,,,TRADITIONAL,7/23/2018,PURSE SEINE,HOMER,96,89,7,82,82,0,0,0,64,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD26P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24190,China Poot Section,,,TRADITIONAL,7/23/2018,PURSE SEINE,HOMER,11,11,7,4,3,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18PSD22P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/20/2018,PURSE SEINE,HOMER,85,85,5,80,79,1,0,0,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18PSD23P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/20/2018,PURSE SEINE,HOMER,96,96,7,86,86,0,0,0,52,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18GSL24P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/18/2018,SET GILLNET,HOMER,96,96,41,55,54,1,0,0,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18GBT25P,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,29,24117,Seldovia Bay Subdistrict,,,TRADITIONAL,7/18/2018,SET GILLNET,HOMER,96,96,75,21,20,1,0,0,11,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18PSD21P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/16/2018,PURSE SEINE,HOMER,83,83,22,61,61,0,0,0,42,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD17P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/13/2018,PURSE SEINE,HOMER,32,32,6,26,26,0,0,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18CPTpinks,2018,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,25,241,Outer District,,,TRADITIONAL,6/18/2018,SET GILLNET,HOMER,100,99,62,32,21,11,0,0,8,6,,,,,,,,,,,7,,,,,,5,,,,,,3,,,,,,2,,,,,1,,,,,,,
